#index	label	wavelength	comment
596	InwT      7.05026m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
597	InwC      7.05026m		reflected incident continuum (only incident) 
598	nFnu      4.11370m		total continuum at selected energy points 
599	nInu      4.11370m		transmitted and reflected incident continuum at selected energy points 
600	InwT      4.11370m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
601	InwC      4.11370m		reflected incident continuum (only incident) 
602	nFnu      2.32440m		total continuum at selected energy points 
603	nInu      2.32440m		transmitted and reflected incident continuum at selected energy points 
604	InwT      2.32440m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
605	InwC      2.32440m		reflected incident continuum (only incident) 
606	nFnu      1.64313m		total continuum at selected energy points 
607	nInu      1.64313m		transmitted and reflected incident continuum at selected energy points 
608	InwT      1.64313m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
609	InwC      1.64313m		reflected incident continuum (only incident) 
610	nFnu      1.48022m		total continuum at selected energy points 
611	nInu      1.48022m		transmitted and reflected incident continuum at selected energy points 
612	InwT      1.48022m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
613	InwC      1.48022m		reflected incident continuum (only incident) 
614	nFnu      1.43649m		total continuum at selected energy points 
615	nInu      1.43649m		transmitted and reflected incident continuum at selected energy points 
616	InwT      1.43649m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
617	InwC      1.43649m		reflected incident continuum (only incident) 
618	nFnu      1.11867m		total continuum at selected energy points 
619	nInu      1.11867m		transmitted and reflected incident continuum at selected energy points 
620	InwT      1.11867m		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
621	InwC      1.11867m		reflected incident continuum (only incident) 
622	nFnu      8329.68A		total continuum at selected energy points 
623	nInu      8329.68A		transmitted and reflected incident continuum at selected energy points 
624	InwT      8329.68A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
625	InwC      8329.68A		reflected incident continuum (only incident) 
626	nFnu      8078.61A		total continuum at selected energy points 
627	nInu      8078.61A		transmitted and reflected incident continuum at selected energy points 
628	InwT      8078.61A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
629	InwC      8078.61A		reflected incident continuum (only incident) 
630	nFnu      6209.66A		total continuum at selected energy points 
631	nInu      6209.66A		transmitted and reflected incident continuum at selected energy points 
632	InwT      6209.66A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
633	InwC      6209.66A		reflected incident continuum (only incident) 
634	nFnu      4885.36A		total continuum at selected energy points 
635	nInu      4885.36A		transmitted and reflected incident continuum at selected energy points 
636	InwT      4885.36A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
637	InwC      4885.36A		reflected incident continuum (only incident) 
638	nFnu      3704.34A		total continuum at selected energy points 
639	nInu      3704.34A		transmitted and reflected incident continuum at selected energy points 
640	InwT      3704.34A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
641	InwC      3704.34A		reflected incident continuum (only incident) 
642	nFnu      3587.67A		total continuum at selected energy points 
643	nInu      3587.67A		transmitted and reflected incident continuum at selected energy points 
644	InwT      3587.67A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
645	InwC      3587.67A		reflected incident continuum (only incident) 
646	nFnu      2430.05A		total continuum at selected energy points 
647	nInu      2430.05A		transmitted and reflected incident continuum at selected energy points 
648	InwT      2430.05A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
649	InwC      2430.05A		reflected incident continuum (only incident) 
650	nFnu      2392.03A		total continuum at selected energy points 
651	nInu      2392.03A		transmitted and reflected incident continuum at selected energy points 
652	InwT      2392.03A		total reflected continuum, total inward emission plus reflected (XXdiffuseXX) total continuum 
